state,MaskUsage,SocialDistancing,mobilityLevels,PopulationDensity,casesPC_Levels,CurrentIncidencePhase,month,week,FutureIncidencePhase
North Dakota,N,Phase 4,VH,1,L,Phase 2,7,28,Phase 2
North Dakota,N,Phase 4,VH,1,M,Phase 2,7,29,Phase 2
North Dakota,N,Phase 4,VH,1,M,Phase 2,7,30,Phase 2
North Dakota,N,Phase 4,VH,1,H,Phase 2,8,31,Phase 1
North Dakota,N,Phase 4,VH,1,H,Phase 2,8,32,Phase 1
North Dakota,N,Phase 4,VH,1,H,Phase 2,8,33,Phase 1
North Dakota,N,Phase 4,VH,1,H,Phase 2,8,34,Phase 1
North Dakota,N,Phase 4,VH,1,VH,Phase 1,8,35,Phase 1
North Dakota,N,Phase 4,VH,1,VH,Phase 1,9,36,Phase 1
North Dakota,N,Phase 4,VH,1,VH,Phase 1,9,37,Phase 1
North Dakota,N,Phase 4,VH,1,VH,Phase 1,9,38,Phase 1
North Dakota,N,Phase 4,H,1,VH,Phase 1,9,39,Phase 1
North Dakota,N,Phase 4,VH,1,VH,Phase 1,10,40,Phase 1
North Dakota,N,Phase 4,H,1,VH,Phase 1,10,41,Phase 1
North Dakota,N,Phase 4,H,1,VH,Phase 1,10,42,Phase 1
Alaska,N,Phase 4,M,1,VL,Phase 1,6,22,Phase 1
Alaska,N,Phase 4,VH,1,VL,Phase 1,6,23,Phase 2
Alaska,N,Phase 4,VH,1,VL,Phase 1,6,24,Phase 2
Alaska,N,Phase 4,M,1,VL,Phase 1,6,25,Phase 2
Alaska,C,Phase 4,M,1,VL,Phase 1,6,26,Phase 2
Alaska,C,Phase 4,H,1,VL,Phase 2,7,27,Phase 2
Alaska,C,Phase 4,H,1,L,Phase 2,7,28,Phase 2
Alaska,C,Phase 4,L,1,L,Phase 2,7,29,Phase 3
Alaska,C,Phase 4,H,1,M,Phase 2,7,30,Phase 3
Alaska,C,Phase 4,VL,1,H,Phase 2,8,31,Phase 3
Alaska,C,Phase 4,H,1,H,Phase 2,8,32,Phase 3
Alaska,C,Phase 4,H,1,M,Phase 3,8,33,Phase 3
Alaska,C,Phase 4,M,1,M,Phase 3,8,34,Phase 3
Alaska,C,Phase 4,M,1,M,Phase 3,8,35,Phase 4
Alaska,C,Phase 4,H,1,M,Phase 3,9,36,Phase 1
Alaska,C,Phase 4,VH,1,M,Phase 3,9,37,Phase 1
Alaska,C,Phase 4,H,1,M,Phase 3,9,38,Phase 1
Alaska,C,Phase 4,M,1,M,Phase 4,9,39,Phase 1
Alaska,C,Phase 4,L,1,H,Phase 1,10,40,Phase 1
Alaska,C,Phase 4,L,1,H,Phase 1,10,41,Phase 1
Alaska,C,Phase 4,VL,1,VH,Phase 1,10,42,Phase 1
Vermont,R,Phase 0,VL,1,VL,Phase 3,6,22,Phase 3
Vermont,R,Phase 0,L,1,VL,Phase 3,6,23,Phase 4
Vermont,R,Phase 0,VL,1,VL,Phase 3,6,24,Phase 4
Vermont,R,Phase 0,H,1,VL,Phase 3,6,25,Phase 4
Vermont,R,Phase 0,VL,1,VL,Phase 3,6,26,Phase 4
Vermont,R,Phase 2,VH,1,VL,Phase 4,7,27,Phase 2
Vermont,R,Phase 2,M,1,VL,Phase 4,7,28,Phase 2
Vermont,R,Phase 2,L,1,VL,Phase 4,7,29,Phase 2
Vermont,R,Phase 2,L,1,VL,Phase 4,7,30,Phase 2
Vermont,C,Phase 2,VL,1,VL,Phase 2,8,31,Phase 2
Vermont,C,Phase 2,M,1,VL,Phase 2,8,32,Phase 2
Vermont,C,Phase 2,L,1,VL,Phase 2,8,33,Phase 2
Vermont,C,Phase 2,M,1,VL,Phase 2,8,34,Phase 2
Vermont,C,Phase 2,L,1,VL,Phase 2,8,35,Phase 2
Vermont,C,Phase 2,H,1,VL,Phase 2,9,36,Phase 2
Vermont,C,Phase 2,L,1,VL,Phase 2,9,37,Phase 2
Vermont,C,Phase 2,M,1,VL,Phase 2,9,38,Phase 2
Vermont,C,Phase 4,VH,1,VL,Phase 2,9,39,Phase 2
Vermont,C,Phase 4,H,1,VL,Phase 2,10,40,Phase 2
Vermont,C,Phase 4,VH,1,VL,Phase 2,10,41,Phase 2
Vermont,C,Phase 4,L,1,VL,Phase 2,10,42,Phase 2
Wyoming,N,Phase 0,VH,1,VL,Phase 1,6,22,Phase 2
Wyoming,N,Phase 0,VH,1,VL,Phase 1,6,23,Phase 2
Wyoming,N,Phase 0,VH,1,VL,Phase 2,6,24,Phase 2
Wyoming,N,Phase 0,VH,1,VL,Phase 2,6,25,Phase 2
Wyoming,N,Phase 0,VH,1,VL,Phase 2,6,26,Phase 2
Wyoming,N,Phase 0,VH,1,L,Phase 2,7,27,Phase 2
Wyoming,N,Phase 0,VH,1,L,Phase 2,7,28,Phase 2
Wyoming,N,Phase 0,VH,1,L,Phase 2,7,29,Phase 1
Wyoming,N,Phase 0,VH,1,L,Phase 2,7,30,Phase 1
Wyoming,N,Phase 0,VH,1,L,Phase 2,8,31,Phase 1
Wyoming,N,Phase 0,VH,1,L,Phase 2,8,32,Phase 1
Wyoming,N,Phase 0,VH,1,L,Phase 1,8,33,Phase 1
Wyoming,N,Phase 0,VH,1,L,Phase 1,8,34,Phase 1
Wyoming,N,Phase 0,VH,1,L,Phase 1,8,35,Phase 1
Wyoming,N,Phase 0,VH,1,L,Phase 1,9,36,Phase 1
Wyoming,N,Phase 0,VH,1,L,Phase 1,9,37,Phase 1
Wyoming,N,Phase 0,VH,1,L,Phase 1,9,38,Phase 1
Wyoming,N,Phase 0,VH,1,M,Phase 1,9,39,Phase 1
Wyoming,N,Phase 0,VH,1,H,Phase 1,10,40,Phase 1
Wyoming,N,Phase 0,VH,1,VH,Phase 1,10,41,Phase 1
Wyoming,N,Phase 0,VH,1,VH,Phase 1,10,42,Phase 1
